fire_id,comune,fire_date,area_ha_effis,status,dnbr_area_ha_within_1km,dnbr_nearest_patch_ha,dnbr_nearest_dist_m,pre_scene,post_scene,pre_cloud_pct,post_cloud_pct,elapsed_s
278169,Palazzo Adriano,2025-08-09 00:00:00,26.0,ok,4603.14,2.16,29.0,HLS.S30.T33SUB.2025178T095041.v2.0,HLS.S30.T33SUB.2025248T095051.v2.0,0.0,0.0,13.0
278352,Chiusa Sclafani,2025-08-13 00:00:00,29.0,ok,0.9,0.72,96.0,HLS.S30.T33SUB.2025178T095041.v2.0,HLS.S30.T33SUB.2025248T095051.v2.0,0.0,0.0,19.6
210439,Ciminna,2022-09-10 12:23:00,3.0,ok,1101.24,0.27,242.0,HLS.S30.T33SUB.2022207T094549.v2.0,HLS.S30.T33SUB.2022312T095221.v2.0,0.0,1.0,13.4
46848,,,,no_covering_tile,,,,,,,,54.8
272452,Chiusa Sclafani,2025-06-25 00:07:00,29.0,ok,6913.35,6911.1,841.0,HLS.S30.T33SUB.2025121T095029.v2.0,HLS.S30.T33SUB.2025234T100029.v2.0,0.0,0.0,25.3
49297,,,,no_covering_tile,,,,,,,,22.7
49298,,,,no_covering_tile,,,,,,,,19.6
229825,Collesano,2024-04-21 12:32:00,2.0,ok,11780.46,11778.75,0.0,HLS.S30.T33SUC.2024097T094549.v2.0,HLS.S30.T33SUC.2024172T095031.v2.0,0.0,0.0,14.8
18226,,,,no_imagery_found,,,,,,,,1.1
225335,Gangi,2024-02-06 11:46:00,4.0,ok,0.18,0.18,914.0,HLS.S30.T33SVB.2024037T095109.v2.0,HLS.S30.T33SVB.2024097T094549.v2.0,1.0,1.0,13.5
220253,Poggioreale,2023-08-31 12:19:00,14.0,ok,549.09,0.18,60.0,HLS.S30.T33SUB.2023222T094549.v2.0,HLS.S30.T33SUB.2023292T095019.v2.0,0.0,0.0,20.2
49533,Geraci Siculo,2021-05-22 11:57:00,3.0,ok,19175.94,19175.94,0.0,HLS.S30.T33SVB.2021137T095031.v2.0,HLS.S30.T33SVB.2021197T095031.v2.0,1.0,1.0,13.2
215222,Geraci Siculo,2023-03-28 11:04:00,2.0,ok,0.18,0.18,853.0,HLS.S30.T33SVB.2023032T095129.v2.0,HLS.S30.T33SVB.2023127T095031.v2.0,1.0,1.0,20.4
43150,Giardinello,2020-08-29 11:42:00,7.0,ok,2.16,0.18,697.0,HLS.S30.T33SUC.2020241T100029.v2.0,HLS.S30.T33SUC.2020283T095041.v2.0,0.0,2.0,10.8
217061,,,,no_covering_tile,,,,,,,,39.9
44588,Giardinello,2020-10-03 00:18:00,10.0,ok,41.67,0.27,87.0,HLS.S30.T33SUC.2020241T100029.v2.0,HLS.S30.T33SUC.2020283T095041.v2.0,0.0,2.0,19.7
211296,Montelepre,2022-10-25 00:18:00,23.0,ok,24.03,23.85,26.0,HLS.S30.T33SUC.2022297T095029.v2.0,HLS.S30.T33SUC.2022305T100151.v2.0,0.0,0.0,14.2
210202,Giardinello,2022-09-04 00:00:00,16.0,ok,32.31,0.45,33.0,HLS.S30.T33SUC.2022197T094549.v2.0,HLS.S30.T33SUC.2022305T100151.v2.0,0.0,0.0,16.5
58848,,,,no_covering_tile,,,,,,,,42.3
241535,Giardinello,2024-09-04 11:17:00,7.0,ok,8.01,8.01,291.0,HLS.S30.T33SUC.2024240T095549.v2.0,HLS.S30.T33SUC.2024270T100029.v2.0,0.0,0.0,12.9
216564,Giardinello,2023-05-28 00:39:00,2.0,ok,2563.56,0.54,3.0,HLS.S30.T33SUC.2023127T095031.v2.0,HLS.S30.T33SUC.2023197T095031.v2.0,0.0,0.0,17.7
210992,Cefalù,2022-10-05 00:45:00,12.0,ok,2.25,0.18,634.0,HLS.S30.T33SVC.2022257T094609.v2.0,HLS.S30.T33SVC.2022297T095029.v2.0,0.0,0.0,16.8
51035,Isnello,2021-07-25 00:37:00,6.0,ok,0.9,0.36,935.0,HLS.S30.T33SVB.2021197T095031.v2.0,HLS.S30.T33SVB.2021222T095029.v2.0,1.0,1.0,14.9
219932,,,,no_covering_tile,,,,,,,,3.8
16245,,,,no_imagery_found,,,,,,,,0.5
44155,Misilmeri,2020-09-18 11:18:00,8.0,ok,223.38,52.56,0.0,HLS.S30.T33SUC.2020233T095041.v2.0,HLS.S30.T33SUC.2020283T095041.v2.0,0.0,2.0,11.2
219826,,,,no_covering_tile,,,,,,,,21.2
40973,Misilmeri,2020-07-23 11:36:00,16.0,ok,87.93,87.48,865.0,HLS.S30.T33SUC.2020183T095031.v2.0,HLS.S30.T33SUC.2020241T100029.v2.0,0.0,0.0,7.0
205329,Misilmeri,2022-07-07 11:51:00,4.0,ok,0.54,0.54,826.0,HLS.S30.T33SUC.2022187T095039.v2.0,HLS.S30.T33SUC.2022197T094549.v2.0,0.0,0.0,7.1
15864,,,,no_imagery_found,,,,,,,,0.6
203880,Misilmeri,2022-06-21 11:51:00,18.0,ok,4.59,0.18,760.0,HLS.S30.T33SUC.2022172T095041.v2.0,HLS.S30.T33SUC.2022197T094549.v2.0,0.0,0.0,7.0
50088,,,,no_covering_tile,,,,,,,,16.8
218643,Misilmeri,2023-08-14 10:58:00,27.0,ok,1296.27,1296.0,0.0,HLS.S30.T33SUC.2023197T095031.v2.0,HLS.S30.T33SUC.2023277T095031.v2.0,0.0,0.0,10.9
42221,Monreale,2020-08-17 11:18:00,13.0,ok,66.06,0.18,128.0,HLS.S30.T33SUB.2020228T095039.v2.0,HLS.S30.T33SUB.2020241T100029.v2.0,0.0,0.0,10.4
225798,,,,no_covering_tile,,,,,,,,33.1
42220,Monreale,2020-08-17 13:00:00,4.0,ok,88.2,1.35,72.0,HLS.S30.T33SUB.2020228T095039.v2.0,HLS.S30.T33SUB.2020241T100029.v2.0,0.0,0.0,13.1
26266,Partinico,2020-06-04 12:48:00,24.0,ok,15512.76,15512.76,0.0,HLS.S30.T33SUB.2020133T095031.v2.0,HLS.S30.T33SUB.2020208T095029.v2.0,0.0,0.0,13.5
224246,,,,no_covering_tile,,,,,,,,42.0
26267,Monreale,2020-05-12 11:36:00,9.0,ok,19398.15,19393.11,0.0,HLS.S30.T33SUB.2020133T095031.v2.0,HLS.S30.T33SUB.2020183T095031.v2.0,0.0,0.0,8.9
42529,Partinico,2020-08-20 12:00:00,4.0,ok,14.22,4.41,310.0,HLS.S30.T33SUB.2020228T095039.v2.0,HLS.S30.T33SUB.2020241T100029.v2.0,0.0,0.0,8.1
44922,Monreale,2020-10-11 11:36:00,12.0,ok,113.49,18.63,17.0,HLS.S30.T33SUB.2020241T100029.v2.0,HLS.S30.T33SUB.2020316T100241.v2.0,0.0,1.0,11.8
285515,,,,no_covering_tile,,,,,,,,54.1
41953,,,,no_covering_tile,,,,,,,,27.5
41954,,,,no_covering_tile,,,,,,,,27.3
41279,,,,no_covering_tile,,,,,,,,28.9
54545,,,,no_covering_tile,,,,,,,,16.5
52737,,,,no_covering_tile,,,,,,,,29.2
54174,,,,no_covering_tile,,,,,,,,22.4
204032,Monreale,2022-06-25 00:56:00,5.0,ok,18348.84,18344.97,0.0,HLS.S30.T33SUB.2022142T095041.v2.0,HLS.S30.T33SUB.2022207T094549.v2.0,0.0,0.0,7.8
208846,Monreale,2022-08-05 11:57:00,21.0,ok,14711.76,5.13,49.0,HLS.S30.T33SUB.2022207T094549.v2.0,HLS.S30.T33SUB.2022247T094549.v2.0,0.0,2.0,9.4
203144,Monreale,2022-06-08 00:00:00,13.0,ok,19975.59,19975.59,0.0,HLS.S30.T33SUB.2022142T095041.v2.0,HLS.S30.T33SUB.2022207T094549.v2.0,0.0,0.0,12.2
221492,Monreale,2023-09-23 00:00:00,17.0,ok,2480.31,2435.04,0.0,HLS.S30.T33SUB.2023265T095649.v2.0,HLS.S30.T33SUB.2023320T100301.v2.0,0.0,0.0,13.1
219723,Monreale,2023-08-31 12:19:00,8.0,ok,11056.68,11020.68,0.0,HLS.S30.T33SUB.2023222T094549.v2.0,HLS.S30.T33SUB.2023292T095019.v2.0,0.0,0.0,11.5
216803,,,,no_covering_tile,,,,,,,,14.9
219721,Monreale,2023-08-27 11:04:00,2.0,ok,15030.09,15029.91,7.0,HLS.S30.T33SUB.2023222T094549.v2.0,HLS.S30.T33SUB.2023292T095019.v2.0,0.0,0.0,12.6
217317,Monreale,2023-07-18 00:33:00,3.0,ok,6.57,1.17,7.0,HLS.S30.T33SUB.2023197T095031.v2.0,HLS.S30.T33SUB.2023222T094549.v2.0,0.0,0.0,8.3
220465,Monreale,2023-09-11 11:21:00,5.0,ok,11533.95,11524.68,0.0,HLS.S30.T33SUB.2023222T094549.v2.0,HLS.S30.T33SUB.2023292T095019.v2.0,0.0,0.0,8.5
219521,,,,no_covering_tile,,,,,,,,13.8
219385,,,,no_covering_tile,,,,,,,,12.5
218439,,,,no_covering_tile,,,,,,,,14.4
202791,,,,no_covering_tile,,,,,,,,33.9
221490,,,,no_covering_tile,,,,,,,,11.6
210832,,,,no_covering_tile,,,,,,,,37.9
217862,Monreale,2023-07-24 01:09:00,17.0,ok,5323.23,1.08,130.0,HLS.S30.T33SUB.2023197T095031.v2.0,HLS.S30.T33SUB.2023265T095649.v2.0,0.0,0.0,11.5
281279,Monreale,2025-09-13 11:51:00,1.0,ok,16.38,14.31,57.0,HLS.S30.T33SUB.2025249T100041.v2.0,HLS.S30.T33SUB.2025259T100041.v2.0,0.0,0.0,10.7
271249,Monreale,2025-06-08 11:21:00,2.0,ok,21323.52,21323.52,0.0,HLS.S30.T33SUB.2025121T095029.v2.0,HLS.S30.T33SUB.2025178T095041.v2.0,0.0,0.0,19.6
231270,Terrasini,2024-06-08 11:17:00,6.0,ok,20696.4,20687.76,53.0,HLS.S30.T33SUB.2024120T095549.v2.0,HLS.S30.T33SUB.2024207T094549.v2.0,0.0,0.0,21.9
281708,Monreale,2025-09-18 11:10:00,5.0,ok,129.15,16.11,0.0,HLS.S30.T33SUB.2025259T100041.v2.0,HLS.S30.T33SUB.2025281T100041.v2.0,0.0,3.0,17.1
280708,Monreale,2025-09-01 11:55:00,2.0,ok,16.65,14.4,91.0,HLS.S30.T33SUB.2025244T100029.v2.0,HLS.S30.T33SUB.2025259T100041.v2.0,0.0,0.0,13.4
275944,Monreale,2025-07-24 00:37:00,3.0,ok,1063.62,551.43,9.0,HLS.S30.T33SUB.2025178T095041.v2.0,HLS.S30.T33SUB.2025259T100041.v2.0,0.0,0.0,23.9
275088,Partinico,2025-07-17 12:32:00,2.0,ok,253.98,2.79,96.0,HLS.S30.T33SUB.2025178T095041.v2.0,HLS.S30.T33SUB.2025249T100041.v2.0,0.0,0.0,27.9
280707,Monreale,2025-09-01 11:55:00,1.0,ok,16.65,14.4,31.0,HLS.S30.T33SUB.2025244T100029.v2.0,HLS.S30.T33SUB.2025259T100041.v2.0,0.0,0.0,17.6
278693,Monreale,2025-08-14 00:43:00,7.0,ok,1098.0,470.52,50.0,HLS.S30.T33SUB.2025178T095041.v2.0,HLS.S30.T33SUB.2025259T100041.v2.0,0.0,0.0,29.6
210391,Bivona,2022-09-13 13:08:00,3.0,ok,130.32,4.14,19.0,HLS.S30.T33SUB.2022207T094549.v2.0,HLS.S30.T33SUB.2022312T095221.v2.0,0.0,1.0,16.6
44582,Bivona,2020-09-24 11:54:00,24.0,ok,3014.46,2994.66,3.0,HLS.S30.T33SUB.2020228T095039.v2.0,HLS.S30.T33SUB.2020283T095041.v2.0,0.0,1.0,23.1
221087,Montemaggiore Belsito,2023-09-23 00:26:00,28.0,ok,1.08,0.18,256.0,HLS.S30.T33SUB.2023222T094549.v2.0,HLS.S30.T33SUB.2023292T095019.v2.0,0.0,0.0,26.4
210473,Alessandria della Rocca,2022-09-13 11:28:00,27.0,ok,197.46,18.9,0.0,HLS.S30.T33SUB.2022207T094549.v2.0,HLS.S30.T33SUB.2022312T095221.v2.0,0.0,1.0,18.3
26352,Bivona,2020-06-14 11:18:00,16.0,ok,20963.07,20963.07,0.0,HLS.S30.T33SUB.2020133T095031.v2.0,HLS.S30.T33SUB.2020208T095029.v2.0,0.0,0.0,25.7
225336,Palazzo Adriano,2024-02-07 00:05:00,17.0,ok,9.27,0.27,102.0,HLS.S30.T33SUB.2024037T095109.v2.0,HLS.S30.T33SUB.2024097T094549.v2.0,1.0,0.0,20.8
224397,Bivona,2024-01-22 12:18:00,1.0,ok,65.61,0.72,51.0,HLS.S30.T33SUB.2024002T095411.v2.0,HLS.S30.T33SUB.2024037T095109.v2.0,12.0,1.0,21.8
240496,Palazzo Adriano,2024-08-30 00:00:00,5.0,ok,0.0,2.61,1038.0,HLS.S30.T33SUB.2024222T095031.v2.0,HLS.S30.T33SUB.2024287T095029.v2.0,0.0,2.0,23.1
54176,Palermo,2021-08-09 00:58:00,4.0,ok,120.6,0.45,20.0,HLS.S30.T33SUC.2021212T095029.v2.0,HLS.S30.T33SUC.2021242T095029.v2.0,0.0,1.0,15.3
42222,Palermo,2020-08-18 12:42:00,7.0,ok,4.23,0.27,303.0,HLS.S30.T33SUC.2020213T095041.v2.0,HLS.S30.T33SUC.2020241T100029.v2.0,0.0,0.0,16.1
18649,,,,no_imagery_found,,,,,,,,0.5
238760,Palazzo Adriano,2024-07-22 00:00:00,9.0,ok,211.5,0.18,177.0,HLS.S30.T33SUB.2024202T095031.v2.0,HLS.S30.T33SUB.2024222T095031.v2.0,0.0,0.0,24.9
251140,Palazzo Adriano,2024-12-29 11:42:00,1.0,ok,7.92,2.07,335.0,HLS.S30.T33SUB.2024352T095421.v2.0,HLS.S30.T33SUB.2025001T095319.v2.0,1.0,1.0,23.4
218737,Palermo,2023-08-15 00:07:00,16.0,ok,15.93,0.18,64.0,HLS.S30.T33SUC.2023197T095031.v2.0,HLS.S30.T33SUC.2023287T095031.v2.0,0.0,0.0,14.9
222333,Palermo,2023-10-05 13:01:00,17.0,ok,1.89,0.81,35.0,HLS.S30.T33SUC.2023277T095031.v2.0,HLS.S30.T33SUC.2023292T095019.v2.0,0.0,0.0,17.1
18899,,,,no_imagery_found,,,,,,,,0.7
241534,Partinico,2024-09-07 00:00:00,15.0,ok,6.84,0.18,231.0,HLS.S30.T33SUC.2024240T095549.v2.0,HLS.S30.T33SUC.2024270T100029.v2.0,0.0,0.0,12.3
217861,Palermo,2023-07-25 00:00:00,16.0,ok,1959.93,1952.64,0.0,HLS.S30.T33SUC.2023197T095031.v2.0,HLS.S30.T33SUC.2023260T100031.v2.0,0.0,0.0,15.9
222409,,,,no_covering_tile,,,,,,,,3.9
51738,,,,no_covering_tile,,,,,,,,17.3
213651,,,,no_covering_tile,,,,,,,,15.4
245700,Polizzi Generosa,2024-10-06 11:17:00,10.0,ok,4.68,0.27,142.0,HLS.S30.T33SVB.2024222T095031.v2.0,HLS.S30.T33SVB.2024322T095301.v2.0,1.0,1.0,13.5
277965,Prizzi,2025-08-10 11:40:00,10.0,ok,183.96,9.18,0.0,HLS.S30.T33SUB.2025178T095041.v2.0,HLS.S30.T33SUB.2025248T095051.v2.0,0.0,0.0,9.8
208683,Polizzi Generosa,2022-08-04 12:19:00,4.0,ok,13013.64,13009.77,11.0,HLS.S30.T33SVB.2022207T094549.v2.0,HLS.S30.T33SVB.2022227T094549.v2.0,1.0,1.0,14.0
211006,,,,no_covering_tile,,,,,,,,23.5
45051,San Mauro Castelverde,2020-10-21 11:48:00,10.0,ok,0.0,0.45,2020.0,HLS.S30.T33SVC.2020243T095031.v2.0,HLS.S30.T33SVC.2020313T095221.v2.0,0.0,30.0,12.9
45949,,,,no_covering_tile,,,,,,,,12.4
211645,,,,no_covering_tile,,,,,,,,8.8
46439,San Mauro Castelverde,2021-03-01 01:12:00,4.0,ok,19.44,1.89,138.0,HLS.S30.T33SVC.2021037T095201.v2.0,HLS.S30.T33SVC.2021092T095029.v2.0,0.0,1.0,10.3
224041,San Mauro Castelverde,2023-11-07 11:51:00,5.0,ok,7.83,0.18,213.0,HLS.S30.T33SVC.2023297T095051.v2.0,HLS.S30.T33SVC.2023352T095329.v2.0,0.0,4.0,12.4
206086,,,,no_covering_tile,,,,,,,,16.2
246129,,,,no_covering_tile,,,,,,,,10.8
246130,,,,no_burn_detected,,,,,,,,9.7
213653,San Mauro Castelverde,2023-02-24 00:00:00,9.0,ok,4.32,0.27,316.0,HLS.S30.T33SVC.2023052T095029.v2.0,HLS.S30.T33SVC.2023077T095031.v2.0,1.0,1.0,16.4
42047,,,,no_covering_tile,,,,,,,,0.9
41693,,,,no_covering_tile,,,,,,,,1.8
225417,San Mauro Castelverde,2024-02-07 00:58:00,3.0,ok,162.45,59.49,4.0,HLS.S30.T33SVC.2023352T095329.v2.0,HLS.S30.T33SVC.2024097T094549.v2.0,4.0,0.0,15.6
224247,San Mauro Castelverde,2024-01-03 11:34:00,2.0,ok,443.43,0.18,85.0,HLS.S30.T33SVC.2023352T095329.v2.0,HLS.S30.T33SVC.2024047T095029.v2.0,4.0,2.0,19.0
45958,,,,no_covering_tile,,,,,,,,10.7
245912,,,,no_covering_tile,,,,,,,,10.0
44589,Sciara,2020-09-26 00:00:00,13.0,ok,27.36,4.41,338.0,HLS.S30.T33SUC.2020233T095041.v2.0,HLS.S30.T33SUC.2020283T095041.v2.0,0.0,2.0,14.8
202613,Sciara,2022-05-18 11:40:00,8.0,ok,12043.62,12016.98,10.0,HLS.S30.T33SUC.2022117T095019.v2.0,HLS.S30.T33SUC.2022197T094549.v2.0,0.0,0.0,13.8
45957,Sciara,2021-02-06 10:35:29.841000,13.0,ok,4.14,0.45,616.0,HLS.S30.T33SUC.2021037T095201.v2.0,HLS.S30.T33SUC.2021092T095029.v2.0,0.0,0.0,15.1
209439,Sclafani Bagni,2022-08-18 00:00:00,16.0,ok,8358.21,8336.07,0.0,HLS.S30.T33SUB.2022207T094549.v2.0,HLS.S30.T33SUB.2022247T094549.v2.0,0.0,2.0,12.9
26272,Termini Imerese,2020-06-01 12:00:00,14.0,ok,8705.7,8654.85,0.0,HLS.S30.T33SUC.2020143T095041.v2.0,HLS.S30.T33SUC.2020213T095041.v2.0,1.0,0.0,17.9
43371,Termini Imerese,2020-08-29 09:30:00,8.0,ok,1.62,0.18,212.0,HLS.S30.T33SUC.2020233T095041.v2.0,HLS.S30.T33SUC.2020283T095041.v2.0,0.0,2.0,16.8
50227,Termini Imerese,2021-07-01 00:00:00,5.0,ok,261.9,85.05,0.0,HLS.S30.T33SUC.2021167T095031.v2.0,HLS.S30.T33SUC.2021212T095029.v2.0,0.0,0.0,16.1
228375,Sclafani Bagni,2024-04-05 11:17:00,8.0,ok,27.18,0.45,101.0,HLS.S30.T33SUB.2024092T095031.v2.0,HLS.S30.T33SUB.2024097T094549.v2.0,1.0,0.0,24.9
50226,Termini Imerese,2021-07-01 11:10:00,18.0,ok,249.12,85.05,20.0,HLS.S30.T33SUC.2021167T095031.v2.0,HLS.S30.T33SUC.2021212T095029.v2.0,0.0,0.0,15.4
249703,Sclafani Bagni,2024-11-23 12:57:00,1.0,ok,16.83,0.72,101.0,HLS.S30.T33SUB.2024322T095301.v2.0,HLS.S30.T33SUB.2025001T095319.v2.0,1.0,1.0,21.7
52216,Termini Imerese,2021-07-30 12:55:00,8.0,ok,212.85,2.97,167.0,HLS.S30.T33SUC.2021187T095031.v2.0,HLS.S30.T33SUC.2021212T095029.v2.0,0.0,0.0,18.7
209605,,,,no_covering_tile,,,,,,,,7.2
219531,Termini Imerese,2023-08-27 12:44:00,10.0,ok,441.09,11.79,7.0,HLS.S30.T33SUC.2023237T095031.v2.0,HLS.S30.T33SUC.2023292T095019.v2.0,0.0,0.0,13.1
209604,Termini Imerese,2022-08-16 00:00:00,22.0,ok,4439.61,4422.87,0.0,HLS.S30.T33SUC.2022197T094549.v2.0,HLS.S30.T33SUC.2022257T094609.v2.0,0.0,0.0,14.4
210878,Termini Imerese,2022-09-21 12:17:00,9.0,ok,6.57,0.27,27.0,HLS.S30.T33SUC.2022257T094609.v2.0,HLS.S30.T33SUC.2022297T095029.v2.0,0.0,0.0,16.2
239341,Termini Imerese,2024-08-21 00:00:00,7.0,ok,174.6,6.84,131.0,HLS.S30.T33SUC.2024227T094549.v2.0,HLS.S30.T33SUC.2024287T095029.v2.0,0.0,1.0,16.7
204634,Trappeto,2022-07-03 00:56:00,5.0,ok,403.47,1.08,23.0,HLS.S30.T33SUC.2022172T095041.v2.0,HLS.S30.T33SUC.2022197T094549.v2.0,0.0,0.0,13.5
229732,Termini Imerese,2024-04-17 00:00:00,6.0,ok,11303.82,11300.31,18.0,HLS.S30.T33SUC.2024097T094549.v2.0,HLS.S30.T33SUC.2024152T095031.v2.0,0.0,4.0,21.6
280310,Termini Imerese,2025-08-29 00:11:00,18.0,ok,25.38,22.77,139.0,HLS.S30.T33SUC.2025221T095029.v2.0,HLS.S30.T33SUC.2025258T095041.v2.0,0.0,0.0,23.4
230044,Trabia,2024-04-29 00:45:00,2.0,ok,9280.08,9274.23,0.0,HLS.S30.T33SUC.2024097T094549.v2.0,HLS.S30.T33SUC.2024172T095031.v2.0,0.0,0.0,12.5
211014,Trabia,2022-10-07 11:28:00,6.0,ok,0.36,0.36,890.0,HLS.S30.T33SUC.2022257T094609.v2.0,HLS.S30.T33SUC.2022297T095029.v2.0,0.0,0.0,13.3
208876,Torretta,2022-08-07 11:21:00,14.0,ok,15.93,2.79,554.0,HLS.S30.T33SUC.2022197T094549.v2.0,HLS.S30.T33SUC.2022257T094609.v2.0,0.0,0.0,15.8
223271,,,,no_burn_detected,,,,,,,,14.5
215223,Geraci Siculo,2023-03-28 00:00:00,5.0,ok,2.79,0.18,512.0,HLS.S30.T33SVB.2023032T095129.v2.0,HLS.S30.T33SVB.2023127T095031.v2.0,1.0,1.0,555.3
